distance_threshold,outlier_threshold,remove_intersections,latitude,longitude,altitude
1000.0,0,0,41.21186111111111,27.889083333333332,159.0
1000.0,0,0,41.256694444444435,27.73566666666667,106.0
1000.0,0,0,41.129583333333336,26.48005555555555,19.0
1000.0,0,0,40.94847222222222,26.930999999999997,102.0
1000.0,0,0,41.13002777777777,27.772972222222233,95.0
1000.0,1,0,41.19504398358383,27.47080263673277,68.33333333333333
1000.0,1,0,41.33401169282718,27.4617990668079,63.0
1000.0,1,0,41.355811414021844,27.388335037839127,45.0
1000.0,1,0,41.35895939492945,27.323608961454987,43.5
1000.0,1,0,41.34677574965831,27.27597027776235,44.5
1000.0,1,0,41.34462605174621,27.07803127428195,42.5
1000.0,1,0,41.083579161520035,27.08145185458293,50.0
1000.0,1,0,41.2833231644582,26.686971673245267,18.0
1000.0,1,0,41.17517134317127,27.80636296335207,128.0
1000.0,2,0,41.194213191174896,27.47545966256532,68.33333333333333
1000.0,0,1,41.79186111111111,27.27719444444445,233.0
1000.0,0,1,41.090138888888895,27.469055555555553,118.0
1000.0,0,1,41.040416666666665,26.35594444444445,12.0
1000.0,0,1,41.16366666666666,27.49325,87.0
1000.0,0,1,41.19453629555801,27.47494056673419,68.33333333333333
1000.0,0,1,41.26191666666666,27.548111111111112,83.0
1000.0,0,1,41.29413888888889,27.467555555555553,57.0
1000.0,0,1,41.33401169282718,27.4617990668079,63.0
1000.0,0,1,41.35573472450674,27.386166088401946,45.0
1000.0,0,1,41.355539999364574,27.320790603201647,43.5
1000.0,0,1,41.341447330078346,27.27952839484172,44.5
1000.0,0,1,41.36988888888889,27.176,42.0
1000.0,0,1,41.35241666666667,27.160305555555553,22.0
1000.0,0,1,41.36775,27.14011111111111,42.0
1000.0,0,1,41.350472222222216,27.10927777777778,41.0
1000.0,0,1,41.34636573442215,27.07729629326883,42.5
1000.0,0,1,41.08484586910575,27.08211127525827,50.0
1000.0,0,1,41.36469444444445,27.061805555555555,38.0
1000.0,0,1,41.4065,26.92894444444445,37.0
1000.0,0,1,41.38247222222222,26.91186111111111,34.0
1000.0,0,1,41.34858333333335,26.886416666666666,22.0
1000.0,0,1,41.30858333333333,26.789777777777786,18.0
1000.0,0,1,41.27670513829985,26.69363784861654,18.0
1000.0,0,1,41.250638888888886,26.64494444444445,12.0
1000.0,0,1,41.20663888888889,26.607944444444453,11.0
1000.0,0,1,41.085861111111114,26.547277777777786,21.0
1000.0,0,1,41.25444444444445,27.45308333333333,56.0
1000.0,0,1,41.30519444444444,27.444777777777766,64.0
1000.0,0,1,41.36130555555556,27.22475,33.0
1000.0,0,1,41.34236111111111,27.038888888888888,32.0
1000.0,0,1,41.336083333333335,26.922472222222233,28.0
1000.0,0,1,41.324333333333335,26.82922222222221,18.0
1000.0,0,1,41.246833333333335,26.6185,18.0
1000.0,0,1,41.785916666666665,27.129277777777766,244.0
1000.0,0,1,41.14247222222223,27.599138888888888,89.0
1000.0,0,1,41.34663888888889,27.83152777777777,111.0
1000.0,0,1,41.060138888888886,27.338777777777768,111.0
1000.0,0,1,41.27666666666666,27.01933333333333,100.0
1000.0,0,1,41.352,27.35163888888889,48.0
1000.0,0,1,41.683166666666665,27.19808333333333,166.0
1000.0,0,1,41.174786270185656,27.805943856124802,128.0
1000.0,0,1,41.20744444444445,27.86411111111111,150.0
1000.0,0,1,41.293416666666666,27.944222222222226,154.0
1000.0,0,1,41.23858333333333,27.869722222222233,130.0
1000.0,0,1,41.20252777777778,27.82125,119.0
1000.0,0,1,41.22958333333335,27.64325,83.0
1000.0,0,1,41.264194444444435,27.639055555555554,107.0
1000.0,0,1,41.21675000000001,27.52633333333333,76.0
1000.0,0,1,41.27711111111111,27.582555555555555,101.0
1000.0,0,1,41.29263888888889,27.50344444444445,55.0
1000.0,0,1,41.42869444444444,27.367305555555557,62.0
1000.0,0,1,41.25591666666666,27.117361111111112,44.0
1000.0,0,1,40.921416666666666,26.92594444444445,129.0
1000.0,0,1,41.17636111111111,27.764527777777786,115.0
1000.0,0,1,41.242194444444436,27.684361111111112,91.0
1000.0,0,1,41.27316666666667,27.96463888888889,142.0
1000.0,0,1,41.341166666666666,27.695055555555548,85.0
1000.0,0,1,41.454388888888886,27.045388888888887,63.0
1000.0,0,1,41.41822222222222,27.219555555555555,53.0
1000.0,0,1,41.30561111111111,27.52175,69.0
1000.0,0,1,41.21186111111111,27.889083333333332,159.0
1000.0,0,1,41.256694444444435,27.73566666666667,106.0
1000.0,0,1,41.129583333333336,26.48005555555555,19.0
1000.0,0,1,40.94847222222222,26.931,102.0
1000.0,0,1,41.13002777777777,27.772972222222233,95.0
1000.0,1,1,41.20088280352561,27.475541193427468,68.33333333333333
1000.0,1,1,41.33401169282718,27.4617990668079,63.0
1000.0,1,1,41.35575971818288,27.388626889048595,45.0
1000.0,1,1,41.359127205123634,27.32396364045321,43.5
1000.0,1,1,41.34677574965831,27.27597027776235,44.5
1000.0,1,1,41.34560396374377,27.08167640000136,42.5
1000.0,1,1,41.08362991891151,27.08116103904168,50.0
1000.0,1,1,41.27670513829985,26.69363784861654,18.0
1000.0,1,1,41.174673082443725,27.80529817315687,128.0
1000.0,2,1,41.194553572689706,27.470967677674064,68.33333333333333
1500.0,0,0,41.79186111111111,27.27719444444445,233.0
1500.0,0,0,41.090138888888895,27.469055555555553,118.0
1500.0,0,0,41.040416666666665,26.35594444444445,12.0
1500.0,0,0,41.16366666666666,27.49325,87.0
1500.0,0,0,41.19773841314701,27.472495092532096,68.33333333333333
1500.0,0,0,41.26191666666666,27.548111111111112,83.0
1500.0,0,0,41.29222706588719,27.449770254122896,60.5
1500.0,0,0,41.334115508915694,27.461215658123425,63.0
1500.0,0,0,41.35448609046033,27.376300037775234,45.0
1500.0,0,0,41.3581817646175,27.335651924797567,45.0
1500.0,0,0,41.34030555555556,27.26763888888889,44.0
1500.0,0,0,41.36586999680702,27.15882863512293,35.333333333333336
1500.0,0,0,41.35254164231229,27.09150785341493,42.0
1500.0,0,0,41.08479510876602,27.08240209567893,50.0
1500.0,0,0,41.36469444444445,27.061805555555555,38.0
1500.0,0,0,41.4065,26.92894444444445,37.0
1500.0,0,0,41.38247222222222,26.91186111111111,34.0
1500.0,0,0,41.34858333333335,26.886416666666666,22.0
1500.0,0,0,41.30858333333333,26.789777777777786,18.0
1500.0,0,0,41.27607222385232,26.68419593442461,18.0
1500.0,0,0,41.2480619396782,26.628262602708286,15.0
1500.0,0,0,41.20663888888889,26.607944444444453,11.0
1500.0,0,0,41.085861111111114,26.547277777777786,21.0
1500.0,0,0,41.25444444444445,27.45308333333333,56.0
1500.0,0,0,41.34791666666667,27.287861111111113,45.0
1500.0,0,0,41.36130555555556,27.22475,33.0
1500.0,0,0,41.34236111111111,27.038888888888888,32.0
1500.0,0,0,41.336083333333335,26.922472222222233,28.0
1500.0,0,0,41.324333333333335,26.82922222222221,18.0
1500.0,0,0,41.785916666666665,27.129277777777766,244.0
1500.0,0,0,41.14247222222223,27.599138888888888,89.0
1500.0,0,0,41.34663888888889,27.83152777777777,111.0
1500.0,0,0,41.060138888888886,27.338777777777768,111.0
1500.0,0,0,41.27666666666666,27.01933333333333,100.0
1500.0,0,0,41.683166666666665,27.19808333333333,166.0
1500.0,0,0,41.172128707061965,27.800265248887033,128.0
1500.0,0,0,41.20646256681768,27.88020350942557,154.5
1500.0,0,0,41.28605010453218,27.95927675144545,148.0
1500.0,0,0,41.23858333333333,27.869722222222233,130.0
1500.0,0,0,41.20252777777778,27.82125,119.0
1500.0,0,0,41.22958333333335,27.64325,83.0
1500.0,0,0,41.264194444444435,27.639055555555554,107.0
1500.0,0,0,41.21675000000001,27.52633333333333,76.0
1500.0,0,0,41.27711111111111,27.582555555555555,101.0
1500.0,0,0,41.29417154871539,27.515910194902066,62.0
1500.0,0,0,41.42869444444444,27.367305555555557,62.0
1500.0,0,0,41.25591666666666,27.117361111111112,44.0
1500.0,0,0,40.921416666666666,26.92594444444445,129.0
1500.0,0,0,41.17636111111111,27.764527777777786,115.0
1500.0,0,0,41.242194444444436,27.684361111111112,91.0
1500.0,0,0,41.341166666666666,27.695055555555548,85.0
1500.0,0,0,41.454388888888886,27.045388888888887,63.0
1500.0,0,0,41.41822222222222,27.219555555555555,53.0
1500.0,0,0,41.256694444444435,27.73566666666667,106.0
1500.0,0,0,41.129583333333336,26.48005555555555,19.0
1500.0,0,0,40.94847222222222,26.930999999999997,102.0
1500.0,0,0,41.13002777777777,27.772972222222233,95.0
1500.0,1,0,41.19432274360256,27.469677397175154,68.33333333333333
1500.0,1,0,41.29222706588719,27.449770254122896,60.5
1500.0,1,0,41.33347519338021,27.4686978799762,63.0
1500.0,1,0,41.35881696204607,27.388278454343943,45.0
1500.0,1,0,41.350987750917454,27.333707032416182,45.0
1500.0,1,0,41.36579512384052,27.157908211479807,35.333333333333336
1500.0,1,0,41.344308454468326,27.09328037807931,42.0
1500.0,1,0,41.08204211170681,27.081021848308385,50.0
1500.0,1,0,41.27607222385232,26.68419593442461,18.0
1500.0,1,0,41.2484028004045,26.628966473201647,15.0
1500.0,1,0,41.169326332275325,27.806793849619694,128.0
1500.0,1,0,41.21089538700024,27.87108803789808,154.5
1500.0,1,0,41.28053392748456,27.949587936938983,148.0
1500.0,1,0,41.29417154871539,27.515910194902066,62.0
1500.0,2,0,41.194218913254794,27.47025952630588,68.33333333333333
1500.0,2,0,41.350987750917454,27.333707032416182,45.0
1500.0,2,0,41.36579512384052,27.157908211479807,35.333333333333336
1500.0,2,0,41.35254164231229,27.09150785341493,42.0
1500.0,0,1,41.79186111111111,27.27719444444445,233.0
1500.0,0,1,41.090138888888895,27.469055555555553,118.0
1500.0,0,1,41.040416666666665,26.35594444444445,12.0
1500.0,0,1,41.16366666666666,27.49325,87.0
1500.0,0,1,41.20286746459774,27.477336020894803,68.33333333333333
1500.0,0,1,41.26191666666666,27.548111111111112,83.0
1500.0,0,1,41.30710703566603,27.462566469534245,60.5
1500.0,0,1,41.34350697647085,27.460244024264693,63.0
1500.0,0,1,41.34968597771413,27.382588709748802,45.0
1500.0,0,1,41.35277173357382,27.33778937309681,45.0
1500.0,0,1,41.34030555555556,27.26763888888889,44.0
1500.0,0,1,41.36586999680702,27.15882863512293,35.333333333333336
1500.0,0,1,41.344308454468326,27.09328037807931,42.0
1500.0,0,1,41.079640746958255,27.08950010326883,50.0
1500.0,0,1,41.36469444444445,27.061805555555555,38.0
1500.0,0,1,41.4065,26.92894444444445,37.0
1500.0,0,1,41.38247222222222,26.91186111111111,34.0
1500.0,0,1,41.34858333333335,26.886416666666666,22.0
1500.0,0,1,41.30858333333333,26.789777777777786,18.0
1500.0,0,1,41.27673170038568,26.68437693870773,18.0
1500.0,0,1,41.24906242293717,26.62914674536849,15.0
1500.0,0,1,41.20663888888889,26.607944444444453,11.0
1500.0,0,1,41.085861111111114,26.547277777777786,21.0
1500.0,0,1,41.25444444444445,27.45308333333333,56.0
1500.0,0,1,41.34791666666667,27.287861111111113,45.0
1500.0,0,1,41.36130555555556,27.22475,33.0
1500.0,0,1,41.34236111111111,27.038888888888888,32.0
1500.0,0,1,41.336083333333335,26.922472222222233,28.0
1500.0,0,1,41.324333333333335,26.82922222222221,18.0
1500.0,0,1,41.785916666666665,27.129277777777766,244.0
1500.0,0,1,41.14247222222223,27.599138888888888,89.0
1500.0,0,1,41.34663888888889,27.83152777777777,111.0
1500.0,0,1,41.060138888888886,27.338777777777768,111.0
1500.0,0,1,41.27666666666666,27.01933333333333,100.0
1500.0,0,1,41.683166666666665,27.19808333333333,166.0
1500.0,0,1,41.17179648657636,27.799555460305363,128.0
1500.0,0,1,41.20668148614299,27.88026800595168,154.5
1500.0,0,1,41.28605010453218,27.95927675144545,148.0
1500.0,0,1,41.23858333333333,27.869722222222233,130.0
1500.0,0,1,41.20252777777778,27.82125,119.0
1500.0,0,1,41.22958333333335,27.64325,83.0
1500.0,0,1,41.264194444444435,27.639055555555554,107.0
1500.0,0,1,41.21675000000001,27.52633333333333,76.0
1500.0,0,1,41.27711111111111,27.582555555555555,101.0
1500.0,0,1,41.294382252822864,27.521182238793386,62.0
1500.0,0,1,41.42869444444444,27.367305555555557,62.0
1500.0,0,1,41.25591666666666,27.117361111111112,44.0
1500.0,0,1,40.921416666666666,26.92594444444445,129.0
1500.0,0,1,41.17636111111111,27.764527777777786,115.0
1500.0,0,1,41.242194444444436,27.684361111111112,91.0
1500.0,0,1,41.341166666666666,27.695055555555548,85.0
1500.0,0,1,41.454388888888886,27.045388888888887,63.0
1500.0,0,1,41.41822222222222,27.219555555555555,53.0
1500.0,0,1,41.256694444444435,27.73566666666667,106.0
1500.0,0,1,41.129583333333336,26.48005555555555,19.0
1500.0,0,1,40.94847222222222,26.931,102.0
1500.0,0,1,41.13002777777777,27.772972222222233,95.0
1500.0,1,1,41.19292049620619,27.465908707129888,68.33333333333333
1500.0,1,1,41.30710703566603,27.462566469534245,60.5
1500.0,1,1,41.333734828400495,27.467239389945274,63.0
1500.0,1,1,41.356896829679314,27.382206063844908,45.0
1500.0,1,1,41.35277173357382,27.33778937309681,45.0
1500.0,1,1,41.36579512384052,27.157908211479807,35.333333333333336
1500.0,1,1,41.34877213336075,27.09695449263771,42.0
1500.0,1,1,41.07865936604063,27.093800475898643,50.0
1500.0,1,1,41.27472503128309,26.685353938486948,18.0
1500.0,1,1,41.25413617385061,26.63450366942032,15.0
1500.0,1,1,41.17869713977961,27.811071695717754,128.0
1500.0,1,1,41.20668148614299,27.88026800595168,154.5
1500.0,1,1,41.28053392748456,27.949587936938983,148.0
1500.0,1,1,41.294382252822864,27.521182238793386,62.0
1500.0,2,1,41.202261683376435,27.476855778266085,68.33333333333333
1500.0,2,1,41.3581817646175,27.335651924797567,45.0
1500.0,2,1,41.36579512384052,27.157908211479807,35.333333333333336
1500.0,2,1,41.34877213336075,27.09695449263771,42.0
2000.0,0,0,41.79186111111111,27.27719444444445,233.0
2000.0,0,0,41.090138888888895,27.469055555555553,118.0
2000.0,0,0,41.040416666666665,26.35594444444445,12.0
2000.0,0,0,41.16366666666666,27.49325,87.0
2000.0,0,0,41.199150706915404,27.489120174868088,68.33333333333333
2000.0,0,0,41.27121984472903,27.56689173436464,92.0
2000.0,0,0,41.298530392652246,27.44360600006152,60.5
2000.0,0,0,41.34012031915326,27.45466669892117,63.0
2000.0,0,0,41.35448609046033,27.376300037775234,46.0
2000.0,0,0,41.35685591296426,27.321167136845517,43.5
2000.0,0,0,41.34030555555556,27.26763888888889,44.0
2000.0,0,0,41.36032022548314,27.15446809140841,35.333333333333336
2000.0,0,0,41.350472222222216,27.10927777777778,41.0
2000.0,0,0,41.34895431781875,27.06240322438652,38.75
2000.0,0,0,41.08362991891151,27.08116103904168,50.0
2000.0,0,0,41.388946092467535,26.93424483333955,35.5
2000.0,0,0,41.341137752099584,26.90924781473091,25.0
2000.0,0,0,41.32266962125314,26.804966706662245,18.0
2000.0,0,0,41.27234967018596,26.687146315145988,18.0
2000.0,0,0,41.25566977528194,26.63767165893468,15.0
2000.0,0,0,41.20663888888889,26.607944444444453,11.0
2000.0,0,0,41.085861111111114,26.547277777777786,21.0
2000.0,0,0,41.25444444444445,27.45308333333333,56.0
2000.0,0,0,41.34791666666667,27.287861111111113,45.0
2000.0,0,0,41.36130555555556,27.22475,33.0
2000.0,0,0,41.785916666666665,27.129277777777766,244.0
2000.0,0,0,41.14247222222223,27.599138888888888,89.0
2000.0,0,0,41.34663888888889,27.83152777777777,111.0
2000.0,0,0,41.060138888888886,27.338777777777768,111.0
2000.0,0,0,41.27666666666666,27.01933333333333,100.0
2000.0,0,0,41.683166666666665,27.19808333333333,166.0
2000.0,0,0,41.16606170664976,27.8183923721858,128.0
2000.0,0,0,41.220622069841795,27.868182221897825,146.33333333333334
2000.0,0,0,41.29099150846621,27.967958616773647,148.0
2000.0,0,0,41.20252777777778,27.82125,119.0
2000.0,0,0,41.24646331881796,27.63494369126521,95.0
2000.0,0,0,41.21675000000001,27.52633333333333,76.0
2000.0,0,0,41.29263888888889,27.50344444444445,55.0
